MES,FECHA VENTA,LÍNEA DE NEGOCIO,SUBCATEGORÍA 1,SUBCATEGORÍA 2,CANTIDAD,SUBTOTAL,TOTAL,COSTO 1,COSTO 2,COSTO 3,COSTO 4,COSTO 5,COSTO 6,COSTO 7,COSTO 8,COSTO 9,COSTO 10,COSTO 11,COSTO 12,COSTO 13,COSTO 14,COSTO 15,COSTO 16,COSTO 17,COSTO 18,COSTO 19,COSTO 20,COSTO 21,COSTO 22,COSTO 23,COSTO 24,COSTO 25,COSTO 26,COSTO 27,COSTO 28,COSTO 29,COSTO 30,COSTO 31,COSTO 32,COSTO 33,COSTO 34,COSTO 35,COSTO 36,COSTO 37,COSTO 38,COSTO 39,COSTO 40,COSTO 41,COSTO 42,COSTO 43,COSTO 44,COSTO 45,COSTO 46,COSTO 47,COSTO 48,COSTO 49,COSTO 50,COSTO TOTAL SIN IVA,COSTO TOTAL DEL SERVICIO,UTILIDAD BRUTA,MARGEN BRUTO,COL ESPECIAL 1,COL ESPECIAL 2,COL ESPECIAL 3,COL ESPECIAL 4,COL ESPECIAL 5,COL ESPECIAL 6
MARZO 2026,,CAM,Alimentos,SH CORVINA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,NIGIRI,,,,,
MARZO 2026,,CAM,Alimentos,NG LOBINA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,SAKE,,,,,
MARZO 2026,,CAM,Alimentos,NG ALMEJA CHOCOLATA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,SASHIMI,,,,,
MARZO 2026,,CAM,Alimentos,PESCA DIA NG,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,SERVICIOS,,,,,
MARZO 2026,,CAM,Alimentos,SH PESCA DIA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,SERVICIOS,,,,,
MARZO 2026,,CAM,Alimentos,NG MACARELA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,TEMAKI,,,,,
MARZO 2026,,CAM,Bebidas,AGUA HETHE 750,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,TEMAKI,,,,,
MARZO 2026,,CAM,Bebidas,!!CHELADO!!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,MAKIS,,,,,
MARZO 2026,,CAM,Bebidas,!!CLAMATO!!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,MAKIS,,,,,
MARZO 2026,,CAM,Bebidas,!!MICHELADO!!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,MAKIS,,,,,
MARZO 2026,,CAM,Bebidas,!RUSA!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,MAKIS,,,,,
MARZO 2026,,CAM,Destilados,DON JULIO 70,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,MAKIS,,,,,
MARZO 2026,,CAM,Alimentos,NG PATA MULA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,MAKIS,,,,,
MARZO 2026,,CAM,Destilados,!COCA COLA!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,MAKIS,,,,,
MARZO 2026,,CAM,Destilados,!COCA COLA ZERO!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EXTRAS,,,,,
MARZO 2026,,CAM,Destilados,!COCA COLA LIGHT!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP NIGIRIS,,,,,
MARZO 2026,,CAM,Destilados,!QUINA!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP SASHIMI,,,,,
MARZO 2026,,CAM,Destilados,!MINERAL!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,RAMEN/SOPAS,,,,,
MARZO 2026,,CAM,Destilados,!AGUA NATURAL!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,VINOS CP,,,,,
MARZO 2026,,CAM,Alimentos,HELADO YUZU SHIZO,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP COM NIGIRI,,,,,
MARZO 2026,,CAM,Destilados,ZACAPA 23,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
MARZO 2026,,CAM,Destilados,HENDRICKS,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
MARZO 2026,,CAM,Destilados,FERNANDITO,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
MARZO 2026,,CAM,Vinos,ANTICAVINGA PROSECCO BT,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
MARZO 2026,,CAM,Vinos,DOVINTO SIMBIOSIS,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
MARZO 2026,,CAM,Vinos,DOVINTO VIOGNIER,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
MARZO 2026,,CAM,Alimentos,TOTOABA NG,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
MARZO 2026,,CAM,Bebidas,PEÑAFIEL MIN 355 ML,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,VINOS BT,,,,,
MARZO 2026,,CAM,Alimentos,TONKATSU ESP,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,*BEBIDAS,,,,,
MARZO 2026,,CAM,Destilados,PEAR SPRITZ,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,BEBIDAS,,,,,
MARZO 2026,,CAM,Destilados,COFFEE TONIC,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,VINOS BT,,,,,
MARZO 2026,,CAM,Destilados,CUCUMBER MARTINI,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,VINOS BT,,,,,
MARZO 2026,,CAM,Destilados,LYCHEE MARTINI,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,VINOS CP,,,,,
MARZO 2026,,CAM,Destilados,NAMI JUNMAI 750,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,VINOS CP,,,,,
MARZO 2026,,CAM,Destilados,HAKAISSAN JUNMAI 720,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
MARZO 2026,,CAM,Café Inf,AFRICAN CHAI,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
MARZO 2026,,CAM,Alimentos,NG HOTATE ESP,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
MARZO 2026,,CAM,Alimentos,COCO NIKKEI MAKI,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
MARZO 2026,,CAM,Alimentos,ALMEJA CHOCOLATA ESP,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
MARZO 2026,,CAM,Alimentos,CEVICHE NIKKEI,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
MARZO 2026,,CAM,Alimentos,SANDO SOFT SHELL,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
MARZO 2026,,CAM,Alimentos,UNI MAKI EXTRA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,CERVEZA,,,,,
MARZO 2026,,CAM,Alimentos,WAGYU UNI NG,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,CERVEZA,,,,,
MARZO 2026,,CAM,Alimentos,TORO UNI NG,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,CERVEZA,,,,,
MARZO 2026,,CAM,Destilados,CINZANO TO SPRITZ BT,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,BEBIDAS,,,,,
MARZO 2026,,CAM,Alimentos,KANI CHIPS MK,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
MARZO 2026,,CAM,Vinos,PISCIS GARNACHA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP NIGIRIS,,,,,
MARZO 2026,,CAM,Alimentos,YUKARI SHISHITO,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
MARZO 2026,,CAM,Vinos,TAITTINGER BRUT 375ml,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
MARZO 2026,,CAM,Alimentos,AVOCADO ATUN MK!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
MARZO 2026,,CAM,Alimentos,AVOCADO CAMARON!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
MARZO 2026,,CAM,Alimentos,AVOCADO SALMON!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
MARZO 2026,,CAM,Alimentos,CALIF ATUN MK!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
MARZO 2026,,CAM,Alimentos,CALIF CAMARON MK!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,POSTRES,,,,,
MARZO 2026,,CAM,Alimentos,CALIF SALMON MK!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
MARZO 2026,,CAM,Alimentos,SPICY ATUN MK!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EMPAQUE,,,,,
MARZO 2026,,CAM,Alimentos,SPICY CAMARON MK!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EMPAQUE,,,,,
MARZO 2026,,CAM,Alimentos,SPICY SALMON MK!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EMPAQUE,,,,,
MARZO 2026,,CAM,Alimentos,KANISHAKE MK!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EMPAQUE,,,,,
MARZO 2026,,CAM,Alimentos,UNAGI KING MK!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EMPAQUE,,,,,
MARZO 2026,,CAM,Alimentos,LOBSTER MAKI!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EMPAQUE,,,,,
MARZO 2026,,CAM,Alimentos,KURO SALMON MK!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EMPAQUE,,,,,
MARZO 2026,,CAM,Alimentos,TAKASHI MK!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EMPAQUE,,,,,
MARZO 2026,,CAM,Alimentos,GOYITO ROLL!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EMPAQUE,,,,,
MARZO 2026,,CAM,Alimentos,NERI MAKI!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
MARZO 2026,,CAM,Alimentos,KURO MAGURO MK!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
MARZO 2026,,CAM,Destilados,OSEKI SAKE 375ml,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
MARZO 2026,,CAM,Bebidas,CERVEZA KUMO 0.0,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
MARZO 2026,,CAM,Bebidas,!!RUSA 2PX!!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
MARZO 2026,,CAM,Destilados,PATRON REPOSADO,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
MARZO 2026,,CAM,Vinos,NAMA SANGIOVESE BT,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,SAKE,,,,,
MARZO 2026,,CAM,Alimentos,VEGGI MAKI,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,CHAROLAS,,,,,
MARZO 2026,,CAM,Alimentos,ARMONIZACION,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,CHAROLAS,,,,,
MARZO 2026,,CAM,Destilados,MIL DIABLOS CP,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,CHAROLAS,,,,,
MARZO 2026,,CAM,Destilados,!! LECHE ENTERA !!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,CAFE INF,,,,,
MARZO 2026,,CAM,Destilados,!! LECHE DESLACTOSADA !!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
MARZO 2026,,CAM,Alimentos,SPICY CHUTORO DON.,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,RAMEN/SOPAS,,,,,
MARZO 2026,,CAM,Alimentos,OTORO DON.,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,CAFE INF,,,,,
MARZO 2026,,CAM,Alimentos,UNAGI DON.,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
MARZO 2026,,CAM,Alimentos,CALIF UNAGI MK.,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,SAKE,,,,,
MARZO 2026,,CAM,Alimentos,CALIF HUACHINANGO MK.,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,SAKE,,,,,
MARZO 2026,,CAM,Alimentos,CALIF PULPO MK.,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,SAKE,,,,,
MARZO 2026,,CAM,Alimentos,TEMPURA ROBALO MK.,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,VINOS BT,,,,,
MARZO 2026,,CAM,Alimentos,SH OTORO.,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EXTRAS,,,,,
MARZO 2026,,CAM,Alimentos,TM UNAGI.,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,VINOS BT,,,,,
MARZO 2026,,CAM,Alimentos,TM SOFTSHELL.,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,NIGIRI,,,,,
MARZO 2026,,CAM,Alimentos,TM SALMON UNAGI.,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,RAMEN/SOPAS,,,,,
MARZO 2026,,CAM,Alimentos,FOIE GRASS.,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,RAMEN/SOPAS,,,,,
MARZO 2026,,CAM,Alimentos,NG UNI,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,VINOS BT,,,,,
MARZO 2026,,CAM,Alimentos,EX UZURA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,RAMEN/SOPAS,,,,,
MARZO 2026,,CAM,Destilados,HAKAISSAN JUNMAI DAIGINJO 300 ML,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
MARZO 2026,,CAM,Alimentos,PARA LLEVAR,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP NIGIRIS,,,,,
MARZO 2026,,CAM,Alimentos,!FERRERO!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,VINOS CP,,,,,
MARZO 2026,,CAM,Alimentos,!CONEJITO!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
MARZO 2026,,CAM,Alimentos,!MANGO!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,SAKE,,,,,
MARZO 2026,,CAM,Alimentos,!TARO!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,SAKE,,,,,
MARZO 2026,,CAM,Alimentos,!MATCHA!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,BEBIDAS,,,,,
MARZO 2026,,CAM,Alimentos,!COCO!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,CAFE INF,,,,,
MARZO 2026,,CAM,Alimentos,OMAKASE NAMA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,POSTRES,,,,,
MARZO 2026,,CAM,Alimentos,SH LOBINA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,COCTELERIA,,,,,
MARZO 2026,,CAM,Alimentos,NG AMAEBI CON UNI,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,COCTELERIA,,,,,
MARZO 2026,,CAM,Alimentos,NG KAMPACHI,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,VINOS BT,,,,,
MARZO 2026,,CAM,Alimentos,NG MIRUGAI,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,VINOS BT,,,,,
MARZO 2026,,CAM,Alimentos,NG NI ANAGO,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,VINOS BT,,,,,
