MES,FECHA VENTA,LÍNEA DE NEGOCIO,SUBCATEGORÍA 1,SUBCATEGORÍA 2,CANTIDAD,SUBTOTAL,TOTAL,COSTO 1,COSTO 2,COSTO 3,COSTO 4,COSTO 5,COSTO 6,COSTO 7,COSTO 8,COSTO 9,COSTO 10,COSTO 11,COSTO 12,COSTO 13,COSTO 14,COSTO 15,COSTO 16,COSTO 17,COSTO 18,COSTO 19,COSTO 20,COSTO 21,COSTO 22,COSTO 23,COSTO 24,COSTO 25,COSTO 26,COSTO 27,COSTO 28,COSTO 29,COSTO 30,COSTO 31,COSTO 32,COSTO 33,COSTO 34,COSTO 35,COSTO 36,COSTO 37,COSTO 38,COSTO 39,COSTO 40,COSTO 41,COSTO 42,COSTO 43,COSTO 44,COSTO 45,COSTO 46,COSTO 47,COSTO 48,COSTO 49,COSTO 50,COSTO TOTAL SIN IVA,COSTO TOTAL DEL SERVICIO,UTILIDAD BRUTA,MARGEN BRUTO,COL ESPECIAL 1,COL ESPECIAL 2,COL ESPECIAL 3,COL ESPECIAL 4,COL ESPECIAL 5,COL ESPECIAL 6
ENERO 2026,,ANT,Alimentos,CALIFORNIA ATUN MK,79,"$9,365.52","$10,864.00","$3,261.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,261.49","$3,783.33","$6,104.03",$0.65,MAKIS,DESTILADOS BT,Destilados,,,
ENERO 2026,,ANT,Vinos,DON LEO CHARDONNAY,9,"$9,232.76","$10,710.00","$4,018.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,018.97","$4,662.00","$5,213.79",$0.56,VINO BLANCO BT,WHISKY.,Destilados,,,
ENERO 2026,,ANT,Alimentos,HUACHINANGO NG,195,"$9,150.86","$10,615.00","$2,936.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,936.71","$3,406.59","$6,214.15",$0.68,NIGIRI,TEQUILA.,Destilados,,,
ENERO 2026,,ANT,Bebidas,BOHEMIA OBSCURA,150,"$8,909.48","$10,335.00","$2,974.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,974.14","$3,450.00","$5,935.34",$0.67,CERVEZA,VODKA.,Destilados,,,
ENERO 2026,,ANT,Alimentos,BROKIE GALLETA,67,"$8,779.31","$10,184.00","$3,109.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,109.57","$3,607.10","$5,669.74",$0.65,ESPECIALES ANTEA,LICORES.,Destilados,,,
ENERO 2026,,ANT,Vinos,MARTIN CODAX CP,46,"$8,659.51","$10,045.03","$3,957.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,957.59","$4,590.80","$4,701.92",$0.54,VINO CP,GINEBRA.,Destilados,,,
ENERO 2026,,ANT,Alimentos,TOSTA NAMA,94,"$8,534.49","$9,900.01","$8,200.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,200.35","$9,512.40",$334.14,$0.04,ESPECIALES ANTEA,MEZCAL.,Destilados,,,
ENERO 2026,,ANT,Bebidas,TOPO CHICO 750ml,84,"$8,493.75","$9,852.75","$3,512.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,512.07","$4,074.00","$4,981.68",$0.59,BEBIDAS,BRANDY.,Destilados,,,
ENERO 2026,,ANT,Vinos,MARTIN CODAX BT,8,"$8,405.17","$9,750.00","$3,441.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,441.38","$3,992.00","$4,963.79",$0.59,VINO BLANCO BT,COGNAC.,Destilados,,,
ENERO 2026,,ANT,Alimentos,TORO TATAKI,48,"$7,837.50","$9,091.50","$2,947.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,947.62","$3,419.24","$4,889.88",$0.62,CRUDOS/TIRADITOS,RON.,Destilados,,,
ENERO 2026,,ANT,Alimentos,NO CARB ROLL,49,"$7,829.31","$9,082.00","$3,062.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,062.66","$3,552.69","$4,766.65",$0.61,MAKIS,SAKE NAMA,Destilados,,,
ENERO 2026,,ANT,Café Inf,CAPUCCINO,122,"$7,823.28","$9,075.00","$2,653.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,653.56","$3,078.13","$5,169.72",$0.66,CAFE INF,COCTELERIA CLASICA,Destilados,,,
ENERO 2026,,ANT,Destilados,HANYA,38,"$7,820.69","$9,072.00","$1,883.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,883.32","$2,184.65","$5,937.37",$0.76,COCTELERIA ANTEA,COCTELERIA ANTEA,Destilados,,,
ENERO 2026,,ANT,Destilados,SAKE CASA 240 ML,32,"$7,724.14","$8,960.00",$952.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$952.32,"$1,104.69","$6,771.82",$0.88,SAKE,COCTELERIA,Destilados,,,
ENERO 2026,,ANT,Destilados,MOJITO,54,"$7,448.28","$8,640.00","$3,626.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,626.95","$4,207.26","$3,821.33",$0.51,COCTELERIA CLASICA,COC CLASICA,Destilados,,,
ENERO 2026,,ANT,Vinos,NAMA CHENIN BLANC CP,50,"$7,283.62","$8,449.00","$2,422.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,422.41","$2,810.00","$4,861.21",$0.67,VINO CP,COC SOKO,Destilados,,,
ENERO 2026,,ANT,Alimentos,FOIE GRAS,139,"$7,189.66","$8,340.01","$2,043.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,043.30","$2,370.23","$5,146.36",$0.72,EXTRAS,COC PROMO,Destilados,,,
ENERO 2026,,ANT,Alimentos,SHISHITO PEPPER,57,"$7,106.25","$8,243.25","$2,399.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,399.52","$2,783.44","$4,706.73",$0.66,ENTRADAS,COCTELERIA AUTOR,Destilados,,,
ENERO 2026,,ANT,Alimentos,TRUFA NEGRA,82,"$7,068.97","$8,200.01","$3,444.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,444.00","$3,995.04","$3,624.97",$0.51,EXTRAS,COC VT.,Destilados,,,
ENERO 2026,,ANT,Bebidas,COCA COLA LIGHT,150,"$7,068.26","$8,199.18","$2,844.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,844.83","$3,300.00","$4,223.43",$0.60,BEBIDAS,COC LICOR.,Destilados,,,
ENERO 2026,,ANT,Alimentos,CEVICHE NIKKEI,38,"$6,800.90","$7,889.04","$1,337.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,337.50","$1,551.49","$5,463.40",$0.80,ESPECIALES ANTEA,COC VODKA.,Destilados,,,
ENERO 2026,,ANT,Vinos,DON LEO SHIRAZ CP,28,"$6,758.62","$7,840.00","$3,133.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,133.10","$3,634.40","$3,625.52",$0.54,VINO CP,COC GINEBRA.,Destilados,,,
ENERO 2026,,ANT,Alimentos,WAGYU UNI NG,28,"$6,758.62","$7,840.00","$1,175.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,175.32","$1,363.37","$5,583.30",$0.83,NIGIRI,COC COGNAC.,Destilados,,,
ENERO 2026,,ANT,Alimentos,TEMPURA MAKI CAMARON,63,"$6,751.08","$7,831.25","$2,533.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,533.09","$2,938.38","$4,217.99",$0.62,MAKIS,COC TEQUILA.,Destilados,,,
ENERO 2026,,ANT,Café Inf,AMERICANO,121,"$6,595.32","$7,650.57","$2,057.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,057.00","$2,386.12","$4,538.32",$0.69,CAFE INF,COC RON.,Destilados,,,
ENERO 2026,,ANT,Destilados,MIO SPARKLING 300ML,13,"$6,556.03","$7,604.99","$3,250.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,250.00","$3,770.00","$3,306.03",$0.50,SAKE,COC MEZCAL.,Destilados,,,
ENERO 2026,,ANT,Alimentos,FONDANT CHOCÓ MATCHA,38,"$6,387.93","$7,410.00","$1,088.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,088.40","$1,262.54","$5,299.53",$0.83,POSTRES,COC WHISKY.,Destilados,,,
ENERO 2026,,ANT,Alimentos,CHUTORO SH,29,"$6,282.33","$7,287.50","$1,802.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,802.38","$2,090.76","$4,479.95",$0.71,SASHIMI,SUG MIZUNARA,Destilados,,,
ENERO 2026,,ANT,Alimentos,IKURA NG,68,"$6,155.17","$7,140.00","$3,034.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,034.64","$3,520.18","$3,120.53",$0.51,NIGIRI,VINO BLANCO BT,Vinos,,,
ENERO 2026,,ANT,Destilados,MAESTRO DOBEL CRISTALINO,34,"$6,155.17","$7,140.00","$1,257.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,257.41","$1,458.60","$4,897.76",$0.80,TEQUILAS,VINO CP,Vinos,,,
ENERO 2026,,ANT,Bebidas,HEINEKEN.,81,"$6,131.90","$7,113.00","$2,094.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,094.83","$2,430.00","$4,037.07",$0.66,CERVEZA,VINO TINTO BT,Vinos,,,
ENERO 2026,,ANT,Alimentos,ACEITE TRUFA,118,"$6,103.45","$7,080.00",$683.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$683.81,$793.22,"$5,419.64",$0.89,EXTRAS,VINO ROSADO BT,Vinos,,,
ENERO 2026,,ANT,Destilados,MACALLAN,20,"$6,034.48","$7,000.00",$507.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$507.40,$588.58,"$5,527.08",$0.92,WHISKY,VINO ESP BT,Vinos,,,
ENERO 2026,,ANT,Vinos,DON LEO SHIRAZ BT,5,"$6,034.48","$7,000.00","$2,797.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,797.41","$3,245.00","$3,237.07",$0.54,VINO TINTO BT,VINOS BT,Vinos,,,
ENERO 2026,,ANT,Bebidas,XX ÁMBAR,85,"$5,943.97","$6,895.01","$1,465.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,465.52","$1,700.00","$4,478.45",$0.75,CERVEZA,VINO TINTO,Vinos,,,
ENERO 2026,,ANT,Alimentos,CAMARON NG,152,"$5,890.73","$6,833.25","$1,683.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,683.78","$1,953.18","$4,206.95",$0.71,NIGIRI,VINO BCO,Vinos,,,
ENERO 2026,,ANT,Alimentos,ALMEJA BATAYAKI,49,"$5,793.22","$6,720.14","$1,562.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,562.02","$1,811.95","$4,231.20",$0.73,ENTRADAS,VINOS CP,Vinos,,,
ENERO 2026,,ANT,Alimentos,TIRADITO PESCA BLANCA,37,"$5,717.49","$6,632.29","$1,542.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,542.75","$1,789.60","$4,174.74",$0.73,CRUDOS/TIRADITOS,VINO 375,Vinos,,,
ENERO 2026,,ANT,Alimentos,OTORO SH,17,"$5,583.88","$6,477.30","$1,005.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,005.68","$1,166.59","$4,578.20",$0.82,SASHIMI,VINO ROSADO,Vinos,,,
ENERO 2026,,ANT,Destilados,YUZU TONIC,36,"$5,568.97","$6,460.01","$1,741.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,741.21","$2,019.81","$3,827.76",$0.69,COCTELERIA ANTEA,VINO ESPUMOSO,Vinos,,,
ENERO 2026,,ANT,Destilados,SIETE LEGUAS BLANCO,33,"$5,405.17","$6,270.00","$1,109.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,109.48","$1,287.00","$4,295.69",$0.79,TEQUILAS,VINO TTO NAMA,Vinos,,,
ENERO 2026,,ANT,Alimentos,GYU TATAKI,30,"$5,222.84","$6,058.49",$647.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$647.08,$750.62,"$4,575.76",$0.88,ENTRADAS,VINO BCO NAMA,Vinos,,,
ENERO 2026,,ANT,Alimentos,ISHIYAKI RIB EYE,22,"$5,179.96","$6,008.75","$2,044.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,044.46","$2,371.57","$3,135.50",$0.61,SUG ENTRADAS,VINO TINTO.,Vinos,,,
ENERO 2026,,ANT,Bebidas,PIÑADA,62,"$5,077.59","$5,890.00",$398.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$398.51,$462.28,"$4,679.08",$0.92,BEBIDAS,VINO BLANCO.,Vinos,,,
ENERO 2026,,ANT,Destilados,SAKE CASA 120 ML,45,"$5,020.69","$5,824.00",$669.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$669.60,$776.74,"$4,351.09",$0.87,SAKE,VINO ESPUMOSO.,Vinos,,,
ENERO 2026,,ANT,Vinos,DON LEO CHARDONNAY CP,24,"$4,862.07","$5,640.00","$2,143.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,143.45","$2,486.40","$2,718.62",$0.56,VINO CP,VINO ROSADO.,Vinos,,,
ENERO 2026,,ANT,Alimentos,NG UNI,28,"$4,706.90","$5,460.00","$1,029.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,029.87","$1,194.65","$3,677.03",$0.78,NIGIRI,CAFE INF,Café Inf,,,
ENERO 2026,,ANT,Alimentos,PULPO NG,99,"$4,686.85","$5,436.75","$1,980.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,980.25","$2,297.08","$2,706.60",$0.58,NIGIRI,CAFE INF.,Café Inf,,,
ENERO 2026,,ANT,Bebidas,HEINEKEN 0.0.,64,"$4,599.14","$5,335.00","$1,241.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,241.38","$1,440.00","$3,357.76",$0.73,CERVEZA,,,,,
ENERO 2026,,ANT,Destilados,MARGARITA,23,"$4,560.34","$5,289.99","$1,152.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,152.71","$1,337.15","$3,407.63",$0.75,COCTELERIA CLASICA,,,,,
ENERO 2026,,ANT,Alimentos,ROBALO NG,117,"$4,538.79","$5,265.00",$989.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$989.03,"$1,147.27","$3,549.76",$0.78,NIGIRI,,,,,
ENERO 2026,,ANT,Bebidas,ORION 334 ML,26,"$4,482.76","$5,200.00","$2,080.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,080.00","$2,412.80","$2,402.76",$0.54,CERVEZA,,,,,
ENERO 2026,,ANT,Alimentos,SUSHI MORIWASE,9,"$4,422.41","$5,130.00","$1,152.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,152.61","$1,337.03","$3,269.80",$0.74,ESPECIALES ANTEA,,,,,
ENERO 2026,,ANT,Alimentos,TACO SALMON GARLIC,41,"$4,401.94","$5,106.25","$1,777.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,777.79","$2,062.24","$2,624.15",$0.60,TACOS,,,,,
ENERO 2026,,ANT,Destilados,"KIKUSUI, JUNMAI GINJO 300 ML",9,"$4,344.83","$5,040.00","$2,700.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,700.00","$3,132.00","$1,644.83",$0.38,SAKE,,,,,
ENERO 2026,,ANT,Alimentos,BAO HONGOS,33,"$4,267.24","$4,950.00","$2,911.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,911.58","$3,377.44","$1,355.66",$0.32,SUG ENTRADAS,,,,,
ENERO 2026,,ANT,Destilados,CONDESA XOCONOSTLE CP,25,"$4,094.83","$4,750.00","$1,517.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,517.24","$1,760.00","$2,577.59",$0.63,GIN,,,,,
ENERO 2026,,ANT,Destilados,NEGRONI,27,"$4,081.03","$4,733.99","$1,299.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,299.35","$1,507.25","$2,781.68",$0.68,COCTELERIA CLASICA,,,,,
ENERO 2026,,ANT,Alimentos,SASHIMI ABURI HAMACHI,20,"$3,981.25","$4,618.25","$1,127.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,127.37","$1,307.75","$2,853.88",$0.72,CRUDOS/TIRADITOS,,,,,
ENERO 2026,,ANT,Bebidas,SAPPORO,37,"$3,806.38","$4,415.40","$2,220.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,220.00","$2,575.20","$1,586.38",$0.42,CERVEZA,,,,,
ENERO 2026,,ANT,Destilados,PAMA SPRITZ,16,"$3,724.14","$4,320.00","$1,276.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,276.74","$1,481.02","$2,447.40",$0.66,COCTELERIA ANTEA,,,,,
ENERO 2026,,ANT,Destilados,BOMBAY SHAPHIRE,28,"$3,698.28","$4,290.00",$710.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$710.36,$824.02,"$2,987.92",$0.81,GIN,,,,,
ENERO 2026,,ANT,Destilados,MOSCOW MULE,22,"$3,698.28","$4,290.00","$1,324.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,324.58","$1,536.52","$2,373.70",$0.64,COCTELERIA CLASICA,,,,,
ENERO 2026,,ANT,Bebidas,EVIAN NAT 750ml,43,"$3,689.66","$4,280.01","$2,294.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,294.48","$2,661.60","$1,395.18",$0.38,BEBIDAS,,,,,
ENERO 2026,,ANT,Vinos,VINO SOKO BT,5,"$3,663.79","$4,250.00","$1,551.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,551.72","$1,800.00","$2,112.07",$0.58,VINO TINTO BT,,,,,
ENERO 2026,,ANT,Vinos,VINO SOKO CP,23,"$3,644.18","$4,227.25","$1,427.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,427.59","$1,656.00","$2,216.59",$0.61,VINO CP,,,,,
ENERO 2026,,ANT,Destilados,YAKUZA,21,"$3,620.69","$4,200.00",$434.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$434.84,$504.41,"$3,185.85",$0.88,COCTELERIA ANTEA,,,,,
ENERO 2026,,ANT,Destilados,LILLET SPRITZ,16,"$3,491.38","$4,050.00","$1,021.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,021.99","$1,185.50","$2,469.39",$0.71,COCTELERIA CLASICA,,,,,
ENERO 2026,,ANT,Bebidas,EVIAN MIN 330ml,47,"$3,489.01","$4,047.25","$1,580.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,580.17","$1,833.00","$1,908.84",$0.55,BEBIDAS,,,,,
ENERO 2026,,ANT,Destilados,HENDRICK´S,16,"$3,448.28","$4,000.00",$998.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$998.40,"$1,158.14","$2,449.88",$0.71,GIN,,,,,
ENERO 2026,,ANT,Destilados,HATTORI JUNMAI 375ML,10,"$3,448.28","$4,000.00","$2,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,500.00","$2,900.00",$948.28,$0.28,SAKE,,,,,
ENERO 2026,,ANT,Alimentos,SALMON TM,42,"$3,439.66","$3,990.01",$714.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$714.11,$828.37,"$2,725.55",$0.79,TEMAKI,,,,,
ENERO 2026,,ANT,Destilados,MARTINI LYCHEE,19,"$3,439.66","$3,990.01","$1,078.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,078.28","$1,250.81","$2,361.38",$0.69,COCTELERIA ANTEA,,,,,
ENERO 2026,,ANT,Destilados,DRY MARTINI,18,"$3,413.79","$3,960.00",$709.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$709.37,$822.87,"$2,704.42",$0.79,COCTELERIA CLASICA,,,,,
ENERO 2026,,ANT,Alimentos,HAMACHI SH,22,"$3,413.79","$3,960.00","$1,059.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,059.80","$1,229.37","$2,353.99",$0.69,SASHIMI,,,,,
ENERO 2026,,ANT,Alimentos,AKAMI SH,20,"$3,357.76","$3,895.00","$1,264.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,264.83","$1,467.20","$2,092.93",$0.62,SASHIMI,,,,,
ENERO 2026,,ANT,Destilados,BACARDI BLANCO,35,"$3,289.88","$3,816.26",$476.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$476.00,$552.16,"$2,813.88",$0.86,RON,,,,,
ENERO 2026,,ANT,Vinos,NAMA SANGIOVESE BT,4,"$3,275.86","$3,800.00","$1,275.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,275.86","$1,480.00","$2,000.00",$0.61,VINO TINTO BT,,,,,
ENERO 2026,,ANT,Destilados,DASSAI 39 JUNMAI,2,"$3,258.62","$3,780.00","$1,331.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,331.00","$1,543.96","$1,927.62",$0.59,SAKE,,,,,
ENERO 2026,,ANT,Destilados,JUNEBU,17,"$3,224.14","$3,740.00","$1,208.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,208.55","$1,401.92","$2,015.59",$0.63,COCTELERIA ANTEA,,,,,
ENERO 2026,,ANT,Destilados,BACARDI 8,22,"$3,224.14","$3,740.00","$1,415.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,415.59","$1,642.08","$1,808.55",$0.56,RON,,,,,
ENERO 2026,,ANT,Vinos,NAMA SANGIOVESE CP,19,"$3,112.07","$3,610.00","$1,212.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,212.07","$1,406.00","$1,900.00",$0.61,VINO CP,,,,,
ENERO 2026,,ANT,Destilados,NAMBU BIJIN 300 ML,6,"$3,077.59","$3,570.00","$1,862.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,862.07","$2,160.00","$1,215.52",$0.39,SAKE,,,,,
ENERO 2026,,ANT,Alimentos,NG KAMATORO,17,"$3,004.31","$3,485.00",$346.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$346.92,$402.43,"$2,657.39",$0.88,NIGIRI,,,,,
ENERO 2026,,ANT,Destilados,OKAMI,18,"$2,948.28","$3,420.00",$579.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$579.35,$672.05,"$2,368.93",$0.80,COCTELERIA ANTEA,,,,,
ENERO 2026,,ANT,Destilados,GLENFIDDICH 12,13,"$2,909.48","$3,375.00","$1,150.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,150.00","$1,334.00","$1,759.48",$0.60,WHISKY,,,,,
ENERO 2026,,ANT,Destilados,"HIBIKI, SUNTORY",7,"$2,896.55","$3,360.00","$1,098.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,098.28","$1,274.00","$1,798.27",$0.62,WHISKY,,,,,
ENERO 2026,,ANT,Alimentos,KAMAYAKI,28,"$2,865.52","$3,324.00",$170.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$170.38,$197.64,"$2,695.14",$0.94,ESP ENTRADAS,,,,,
ENERO 2026,,ANT,Destilados,CENTENARIO PLATA,36,"$2,793.10","$3,240.00",$530.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$530.69,$615.60,"$2,262.41",$0.81,TEQUILAS,,,,,
ENERO 2026,,ANT,Bebidas,LUCKY BUDHA,17,"$2,784.48","$3,230.00","$1,105.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,105.00","$1,281.80","$1,679.48",$0.60,CERVEZA,,,,,
